,Exp_IDs,ID_IDs,Light,Stage,Age,Spec,Rep,sws1,sws2b,sws2a,P_sws1,P_sws2b,P_sws2a,SC_sws1,SC_sws2b,SC_sws2a,PSI_SC
197,PRN255,WW-E25-NIC03,WW,E,25,NIC,3,20.59282354,22.87334943,27.63695364,NA,NA,NA,0.824130638,0.169624805,0.006244557,374.2319074
198,PRN256,WW-E26-NIC03,WW,E,26,NIC,3,22.09575737,24.47015421,28.72484809,NA,NA,NA,0.831282947,0.160318707,0.008398345,373.7157212
199,PRN257,WW-E27-NIC03,WW,E,27,NIC,3,21.44129008,22.50574129,26.42510439,NA,NA,NA,0.662358211,0.316709567,0.020932222,387.5555808
200,PRN258,WW-E28-NIC03,WW,E,28,NIC,3,21.28681867,23.59759942,28.10516918,NA,NA,NA,0.826164896,0.166514638,0.007320466,374.0971404
201,PRN259,WW-E29-NIC04,WW,E,29,NIC,4,21.73285721,20.72741048,23.20952295,NA,NA,NA,0.297010589,0.596268075,0.106721336,419.0139076
202,PRN260,WW-E30-NIC03,WW,E,30,NIC,3,21.3228011,21.1349238,24.6254464,NA,NA,NA,0.446342481,0.508422693,0.045234826,405.468707
239,PRN298,WW-E21-NIC04,WW,E,21,NIC,4,24.44183152,26.64477708,30.61977528,NA,NA,NA,0.812343958,0.176436023,0.011220018,375.3042038
240,PRN299,WW-E22-NIC04,WW,E,22,NIC,4,22.16080826,23.68225239,27.93273942,NA,NA,NA,0.731722617,0.254886104,0.013391279,381.8103639
242,PRN300,WW-E23-NIC04,WW,E,23,NIC,4,22.68694459,24.06669978,26.40440704,NA,NA,NA,0.684788558,0.263153285,0.052058157,386.5704274
243,PRN301,WW-E24-NIC04,WW,E,24,NIC,4,22.88667414,23.59690397,28.112094,NA,NA,NA,0.61051838,0.373162729,0.01631889,391.5828207
244,PRN302,WW-E25-NIC04,WW,E,25,NIC,4,23.44095941,23.08008497,25.43628201,NA,NA,NA,0.394474845,0.50658619,0.098938965,411.0144254
246,PRN304,WW-E27-NIC04,WW,E,27,NIC,4,23.19188446,23.4148802,25.71464322,NA,NA,NA,0.492418145,0.421896225,0.085685629,402.8343747
247,PRN305,WW-E28-NIC04,WW,E,28,NIC,4,21.64231139,25.43064933,28.38085906,NA,NA,NA,0.924435642,0.066907273,0.008657086,366.2702329
248,PRN306,WW-E29-NIC05,WW,E,29,NIC,5,24.91220852,24.0278059,25.84066747,NA,NA,NA,0.29661098,0.547543892,0.155845128,420.3230949
271,PRN331,WW-L35-NIC04,WW,L,35,NIC,4,22.07982243,22.68575948,25.93275461,NA,NA,NA,0.579289774,0.38061915,0.040091076,394.699186
272,PRN332,WW-L40-NIC04,WW,L,40,NIC,4,27.7168574,30.55766996,28.18020675,NA,NA,NA,0.536226756,0.074847739,0.388925505,407.2139227
273,PRN333,WW-L43-NIC04,WW,L,43,NIC,4,23.57555263,24.66473194,27.66191595,NA,NA,NA,0.654066273,0.307429907,0.03850382,388.6757975
342,PRN4,WW-L38-NIC01,WW,L,38,NIC,1,26.68295784,32.64505576,28.67525106,0.027519468,0.000441438,0.006916717,0.789029341,0.012656769,0.19831389,382.0338138
361,PRN5,WW-L39-NIC01,WW,L,39,NIC,1,22.08669358,26.71192736,27.1442728,0.644510441,0.02611535,0.019352938,0.934101899,0.0378495,0.028048601,366.0011117
378,PRN66,WW-L43-NIC01,WW,L,43,NIC,1,27.60408121,34.07693461,29.34799748,NA,NA,NA,0.763465704,0.008595408,0.227938888,384.8491548
379,PRN67,WW-L44-NIC01,WW,L,44,NIC,1,24.42798723,27.68379362,26.11999782,NA,NA,NA,0.707120982,0.074028396,0.218850622,389.1204376
380,PRN68,WW-L45-NIC01,WW,L,45,NIC,1,23.11170855,23.36232821,25.82548916,NA,NA,NA,0.501764862,0.421751087,0.076484051,401.8473964
381,PRN69,WW-L46-NIC01,WW,L,46,NIC,1,23.08749601,25.07249806,28.23650917,NA,NA,NA,0.780764552,0.197230888,0.02200456,378.1109544
382,PRN7,WW-L41-NIC01,WW,L,41,NIC,1,24.71750634,28.11562084,31.89310827,0.067939606,0.006444491,0.00046995,0.907627692,0.086094091,0.006278217,367.5530183
385,PRN8,WW-L42-NIC01,WW,L,42,NIC,1,25.12083325,26.04917199,29.29128864,0.08535564,0.044851236,0.004740237,0.63251179,0.332361582,0.035126628,390.3123491
398,PRN91,WW-L37-NIC02,WW,L,37,NIC,2,21.15467592,20.97284141,22.13935774,0.071806912,0.081452401,0.036286701,0.378836308,0.429723629,0.191440063,414.670537
400,PRN93,WW-L39-NIC02,WW,L,39,NIC,2,21.0310802,21.43396869,22.50986152,0.086925635,0.065745549,0.031188202,0.472783235,0.357586034,0.169630731,406.5877402
439,PRX128,WW-E5-XIL01,WW,E,5,XIL,1,22.92865856,28.1955793,27.45657778,0.225307783,0.005851606,0.009766449,0.935174844,0.024287996,0.040537159,366.2399786
440,PRX129,WW-E10-XIL01,WW,E,10,XIL,1,23.95058806,31.19860812,28.78693572,0.20446896,0.001345104,0.007157176,0.960077803,0.006315896,0.033606301,364.0675396
448,PRX136,WW-E5-XIL02,WW,E,5,XIL,2,22.11342872,27.59018503,28.9174106,0.224579601,0.005043156,0.002009869,0.969550817,0.021772217,0.008676967,362.6615358
449,PRX137,WW-E15-XIL02,WW,E,15,XIL,2,20.33598884,25.41565742,27.21700922,0.233120301,0.006893622,0.001977819,0.9633399,0.028487015,0.008173085,363.1453082
450,PRX138,WW-E20-XIL02,WW,E,20,XIL,2,26.60270507,28.04328321,29.23383581,0.275910278,0.101650764,0.044536758,0.653664335,0.240822776,0.105512889,390.4501883
451,PRX139,WW-E21-XIL02,WW,E,21,XIL,2,20.52212041,24.58736438,34.15025764,0.215450914,0.012870279,1.70E-05,0.943560494,0.056364982,7.45E-05,364.5170981
453,PRX140,WW-E22-XIL02,WW,E,22,XIL,2,21.01731285,24.43049363,37.98493062,0.21751289,0.020418094,1.70E-06,0.914178282,0.085814585,7.13E-06,366.8659229
454,PRX141,WW-E23-XIL02,WW,E,23,XIL,2,22.01527231,25.35994618,34.75889159,0.198812016,0.019570209,2.90E-05,0.910264689,0.089602585,0.000132726,367.1822757
455,PRX142,WW-E24-XIL02,WW,E,24,XIL,2,21.65988979,24.33874443,36.01726755,0.153872571,0.024029548,7.33E-06,0.864892621,0.135066172,4.12E-05,370.8096616
456,PRX143,WW-E25-XIL02,WW,E,25,XIL,2,22.08446485,25.62224374,29.23384194,0.186957612,0.016097765,0.001316941,0.914789312,0.078766857,0.006443831,366.9843947
457,PRX144,WW-E26-XIL02,WW,E,26,XIL,2,21.62314357,25.34393923,29.56069161,0.165158427,0.012526497,0.000673691,0.925990747,0.070232082,0.003777171,366.0189467
458,PRX145,WW-E27-XIL02,WW,E,27,XIL,2,21.35375425,25.81608976,28.28900468,0.232236697,0.010534987,0.001897634,0.949186023,0.043058064,0.007755913,364.2667719
459,PRX146,WW-E28-XIL02,WW,E,28,XIL,2,21.46529345,25.43144867,27.21830193,0.147149552,0.00941515,0.002728543,0.92376517,0.059105772,0.017129057,366.5441419
460,PRX147,WW-E31-XIL02,WW,E,31,XIL,2,21.2193595,25.65408424,29.62621166,0.200040063,0.009249789,0.000589389,0.953119813,0.044071956,0.002808231,363.823429
461,PRX148,WW-E33-XIL02,WW,E,33,XIL,2,22.76984628,27.14560044,30.11485607,0.306682005,0.014772535,0.00188634,0.948478907,0.045687187,0.005833906,364.273369
462,PRX149,WW-E34-XIL02,WW,E,34,XIL,2,21.50416181,24.76224381,29.57396582,NA,NA,NA,0.902326246,0.094315524,0.003358231,367.9012144
464,PRX150,WW-E35-XIL02,WW,E,35,XIL,2,21.72669886,25.36678371,30.07938973,NA,NA,NA,0.923132193,0.07404388,0.002823927,366.2228466
465,PRX151,WW-E22-XIL01,WW,E,22,XIL,1,21.4571895,29.14565814,25.6053759,0.177525427,0.000860599,0.010012258,0.942287919,0.004567977,0.053144104,365.9987132
466,PRX152,WW-E23-XIL01,WW,E,23,XIL,1,23.37926503,29.82992524,27.77173797,0.216644625,0.002476884,0.010315299,0.944245289,0.010795496,0.044959215,365.6293165
467,PRX153,WW-E24-XIL01,WW,E,24,XIL,1,22.29639795,27.0115866,25.32320236,0.268363951,0.010216707,0.032927993,0.861497586,0.032797508,0.105704907,373.8285207
506,PRX198,WW-L47-XIL01,WW,L,47,XIL,1,24.7095545,23.28228971,33.8557325,NA,NA,NA,0.270919859,0.728601988,0.000478153,418.3388433
510,PRX200,WW-L49-XIL01,WW,L,49,XIL,1,21.26815451,22.31094836,26.34326831,NA,NA,NA,0.660043706,0.320376361,0.019579933,387.7055818
548,PRX235,WW-L35-XIL02,WW,L,35,XIL,2,23.73297193,26.44998775,29.45329714,NA,NA,NA,0.853930022,0.129873044,0.016196934,372.1067185
549,PRX236,WW-L36-XIL02,WW,L,36,XIL,2,22.11860828,24.6684697,28.05570874,NA,NA,NA,0.842394173,0.143856861,0.013748966,372.9659392
550,PRX237,WW-L37-XIL02,WW,L,37,XIL,2,27.82455563,33.90065323,29.20326936,NA,NA,NA,0.714600294,0.010591941,0.274807765,389.9769784
551,PRX238,WW-L38-XIL02,WW,L,38,XIL,2,22.61176328,26.13851092,29.78729166,NA,NA,NA,0.914342355,0.079332659,0.006324986,367.0170612
601,PRX283,WW-E5-XIL03,WW,E,5,XIL,3,24.33469633,29.09743633,32.4668487,NA,NA,NA,0.961168479,0.035405597,0.003425924,363.1955957
602,PRX284,WW-E15-XIL03,WW,E,15,XIL,3,24.09831637,27.81066781,31.35744532,NA,NA,NA,0.923515691,0.070455539,0.00602877,366.2754927
603,PRX285,WW-E20-XIL03,WW,E,20,XIL,3,22.94860024,25.98268521,30.53890162,NA,NA,NA,0.887098551,0.108298211,0.004603238,369.1518002
604,PRX286,WW-E21-XIL03,WW,E,21,XIL,3,22.85148178,26.13077934,31.42716313,NA,NA,NA,0.9044699,0.093159509,0.002370592,367.7040434
605,PRX287,WW-E22-XIL03,WW,E,22,XIL,3,23.00375017,23.93779672,30.45206345,NA,NA,NA,0.653973466,0.342282029,0.003744505,387.7794799
606,PRX288,WW-E23-XIL03,WW,E,23,XIL,3,24.38841929,26.33805525,31.16100851,NA,NA,NA,0.788626186,0.204160768,0.007213046,377.0974443
607,PRX289,WW-E24-XIL03,WW,E,24,XIL,3,23.12970085,27.06020561,32.2033975,NA,NA,NA,0.936820628,0.061440765,0.001738608,365.0995536
609,PRX290,WW-E25-XIL03,WW,E,25,XIL,3,23.25634133,25.34780722,33.22946439,NA,NA,NA,0.809299119,0.189895688,0.000805193,375.2770055
610,PRX291,WW-E26-XIL03,WW,E,26,XIL,3,22.41100043,23.8761664,30.19799777,NA,NA,NA,0.73167791,0.265009252,0.003312838,381.551901
611,PRX292,WW-E27-XIL03,WW,E,27,XIL,3,22.26753995,23.71511132,30.52258312,NA,NA,NA,0.729974219,0.267636364,0.002389417,381.6641873
612,PRX293,WW-E30-XIL03,WW,E,30,XIL,3,22.17262211,23.56346227,28.45044948,NA,NA,NA,0.717241433,0.273514757,0.00924381,382.8610244
692,PRX80,WW-L35-XIL01,WW,L,35,XIL,1,20.54414737,24.5034832,29.08812102,0.210122561,0.013508087,0.000562964,0.937237059,0.060251881,0.00251106,365.0863228
694,PRX82,WW-L37-XIL01,WW,L,37,XIL,1,23.02873712,24.4113318,28.26167842,0.041702235,0.015993991,0.001108886,0.70916002,0.271983008,0.018856972,383.7574797
695,PRX83,WW-L38-XIL01,WW,L,38,XIL,1,21.48146832,23.69415085,27.7073737,0.114733732,0.02475183,0.001532875,0.813608025,0.17552194,0.010870035,375.1939789
697,PRX85,WW-L40-XIL01,WW,L,40,XIL,1,21.1914206,22.45906753,27.84364869,0.127361826,0.052898034,0.001266249,0.701617124,0.291407302,0.006975575,384.0519951
698,PRX86,WW-L41-XIL01,WW,L,41,XIL,1,21.01703978,23.75643908,28.07569638,0.164544507,0.024640075,0.001234287,0.864118708,0.129399337,0.006481955,371.0390342
699,PRX87,WW-L42-XIL01,WW,L,42,XIL,1,22.93078581,24.68490908,31.17337114,0.087428187,0.025918374,0.00028866,0.769375785,0.228083985,0.00254023,378.5159832
36,PRN107,RW-L39-NIC02,RW,L,39,NIC,2,27.17343527,24.30805564,24.66629477,0.008505924,0.061985015,0.048355512,0.071570702,0.521555457,0.406873841,444.8530637
37,PRN108,RW-L40-NIC02,RW,L,40,NIC,2,26.92544657,24.10898884,23.65643202,0.007282716,0.051301683,0.070204473,0.056547709,0.398339406,0.545112886,449.6491183
38,PRN109,RW-L41-NIC02,RW,L,41,NIC,2,27.63931997,25.08830276,24.97325186,0.009376774,0.054952335,0.059514107,0.075714878,0.44372503,0.480560091,446.4373721
51,PRN120,RW-E27-NIC01,RW,E,27,NIC,1,23.07791572,23.32422335,24.47362277,0.097310076,0.082037388,0.03698351,0.449820357,0.379221647,0.170957996,408.4592794
52,PRN121,RW-E28-NIC01,RW,E,28,NIC,1,23.97337137,23.22662296,23.74990882,0.049298612,0.082723398,0.057557725,0.260041571,0.436351478,0.303606951,427.090455
53,PRN122,RW-E30-NIC01,RW,E,30,NIC,1,22.2326428,23.08801228,27.11614606,0.158579803,0.087650824,0.005372382,0.630277847,0.348369538,0.021352615,390.1329403
54,PRN123,RW-E31-NIC01,RW,E,31,NIC,1,23.09045456,23.38017841,25.26621808,0.100852276,0.082503075,0.022321102,0.4903443,0.401130386,0.108525314,403.5941141
82,PRN149,RW-E10-NIC02,RW,E,10,NIC,2,29.1414069,26.26746459,23.11371731,0.003718244,0.027257165,0.242579004,0.013592336,0.099640743,0.886766921,461.968553
84,PRN150,RW-E15-NIC02,RW,E,15,NIC,2,28.18781018,27.08453091,22.51250671,0.005510255,0.011838368,0.281584182,0.018433088,0.039602103,0.941964809,463.016438
85,PRN151,RW-E20-NIC02,RW,E,20,NIC,2,27.99868222,25.81048187,21.17634335,0.002235959,0.010190083,0.253041898,0.008422707,0.038385363,0.953191929,464.1091736
86,PRN152,RW-E21-NIC02,RW,E,21,NIC,2,27.67074915,25.25938396,22.51086269,0.002800444,0.014897729,0.100116908,0.023769823,0.126450105,0.849780072,460.1926961
87,PRN153,RW-E22-NIC02,RW,E,22,NIC,2,25.33100005,23.12941023,23.80944349,0.013040565,0.059984769,0.037439547,0.118051685,0.54302117,0.338927145,439.367971
88,PRN154,RW-E23-NIC02,RW,E,23,NIC,2,24.47894359,22.26327911,25.24635702,0.017598077,0.081742267,0.010338339,0.160451206,0.745288558,0.094260236,429.6146696
89,PRN155,RW-E24-NIC02,RW,E,24,NIC,2,24.46630921,22.62291975,24.06368247,0.019784681,0.070997749,0.026153619,0.169192319,0.607150232,0.223657449,432.2797082
90,PRN156,RW-E25-NIC02,RW,E,25,NIC,2,23.18951314,22.04210539,23.40781804,0.039876985,0.088333709,0.034277252,0.245415036,0.543632382,0.210952582,425.8515642
91,PRN157,RW-E26-NIC02,RW,E,26,NIC,2,22.68498466,21.91699483,24.25844021,0.04087213,0.069600963,0.013733144,0.32906665,0.560366089,0.110567261,416.5494168
92,PRN158,RW-E27-NIC02,RW,E,27,NIC,2,22.98976001,22.56060248,23.56990239,0.039977758,0.053827935,0.026741033,0.331637027,0.446531707,0.221831266,419.2366507
95,PRN160,RW-E30-NIC02,RW,E,30,NIC,2,23.26246266,22.44953619,23.28924473,0.038491371,0.067620539,0.037783412,0.267495637,0.469928685,0.262575678,425.4273167
96,PRN161,RW-E31-NIC02,RW,E,31,NIC,2,23.61689127,23.27822849,24.08353642,0.045824709,0.05794919,0.03316084,0.334646337,0.423188378,0.242165286,419.5245905
97,PRN162,RW-E32-NIC02,RW,E,32,NIC,2,24.06535194,25.31795495,26.48568249,0.078205968,0.032822285,0.014609919,0.622469801,0.261244531,0.116285668,393.2258433
98,PRN163,RW-E33-NIC02,RW,E,33,NIC,2,23.30645173,23.39278947,24.43505229,0.084368684,0.07946777,0.03858679,0.416793459,0.392582237,0.190624305,411.6127552
122,PRN185,RW-L35-NIC03,RW,L,35,NIC,3,21.92301065,22.59391587,23.18935537,NA,NA,NA,0.489278881,0.30732216,0.203398959,406.1460624
123,PRN186,RW-L36-NIC03,RW,L,36,NIC,3,24.82621983,24.96341986,22.34742932,NA,NA,NA,0.133625856,0.121503609,0.744870536,448.6765655
124,PRN187,RW-E32-NIC01,RW,E,32,NIC,1,23.07373347,25.87827222,24.750545,NA,NA,NA,0.686855925,0.098313999,0.214830076,390.6371079
125,PRN188,RW-E33-NIC01,RW,E,33,NIC,1,24.72262916,26.06327828,25.67791268,NA,NA,NA,0.523400398,0.206660963,0.269938639,405.1463728
126,PRN189,RW-E34-NIC01,RW,E,34,NIC,1,25.92002339,27.00960069,30.77245599,NA,NA,NA,0.664666172,0.31232599,0.023007838,387.42491
127,PRN190,RW-E35-NIC01,RW,E,35,NIC,1,24.34882358,25.62339317,26.84162322,NA,NA,NA,0.628531707,0.259802611,0.111665682,392.6207712
145,PRN207,RW-E5-NIC03,RW,E,5,NIC,3,29.70440798,25.32024516,24.25959512,0.005911503,0.123441849,0.257483791,0.015281632,0.319105471,0.665612897,456.0834048
146,PRN208,RW-E10-NIC03,RW,E,10,NIC,3,27.96465641,25.04993902,21.90674174,0.002616564,0.019730982,0.174319256,0.013304553,0.100326958,0.88636849,461.9812165
147,PRN209,RW-E15-NIC03,RW,E,15,NIC,3,26.95992499,24.09314539,21.42979252,NA,NA,NA,0.018347167,0.133830673,0.84782216,460.5756028
168,PRN229,RW-E21-NIC03,RW,E,21,NIC,3,27.69814534,25.38892665,22.51103098,NA,NA,NA,0.023591781,0.116924314,0.859483905,460.459239
170,PRN230,RW-E22-NIC03,RW,E,22,NIC,3,26.77159423,22.91938395,22.09599344,NA,NA,NA,0.024391252,0.352261305,0.623347442,454.2557333
203,PRN261,RW-L42-NIC03,RW,L,42,NIC,3,24.10413081,22.19432022,22.19944811,NA,NA,NA,0.117621278,0.441973438,0.440405284,442.0408351
204,PRN262,RW-L43-NIC03,RW,L,43,NIC,3,26.53578391,26.50711287,22.32787945,NA,NA,NA,0.048779963,0.049759076,0.901460961,459.535588
205,PRN263,RW-L44-NIC03,RW,L,44,NIC,3,27.53113106,28.45965032,24.65940034,NA,NA,NA,0.11306047,0.059401668,0.827537862,452.4711468
206,PRN264,RW-L45-NIC03,RW,L,45,NIC,3,26.13069134,25.08718108,23.06482747,NA,NA,NA,0.087451353,0.180257947,0.7322907,452.04345
207,PRN266,RW-L46-NIC03,RW,L,46,NIC,3,28.55495731,25.55848335,22.52360346,NA,NA,NA,0.013443282,0.107283727,0.879272991,461.7856352
208,PRN267,RW-L47-NIC03,RW,L,47,NIC,3,26.05448342,24.92688975,22.26576726,NA,NA,NA,0.058805432,0.128486341,0.812708226,456.4259793
209,PRN268,RW-L48-NIC03,RW,L,48,NIC,3,24.82595083,22.24552105,20.27078707,NA,NA,NA,0.032797052,0.196165025,0.771037923,457.4232218
220,PRN279,RW-E15-NIC04,RW,E,15,NIC,4,29.18849623,26.57178191,22.5003812,NA,NA,NA,0.00907039,0.05563338,0.935296231,463.5920708
221,PRN280,RW-E20-NIC04,RW,E,20,NIC,4,28.98015823,27.71886712,21.93034439,NA,NA,NA,0.007358681,0.017639507,0.975001811,464.7613526
222,PRN281,RW-E21-NIC04,RW,E,21,NIC,4,28.1600303,26.71680201,25.5059909,NA,NA,NA,0.099864601,0.271560487,0.628574911,448.3537796
223,PRN282,RW-E23-NIC04,RW,E,23,NIC,4,25.42131984,23.83802074,26.62934231,NA,NA,NA,0.225763978,0.676511479,0.097724543,424.4797199
224,PRN283,RW-E24-NIC04,RW,E,24,NIC,4,25.14645006,22.75266714,24.84658408,NA,NA,NA,0.133576162,0.701987569,0.164436269,433.58925
225,PRN284,RW-E25-NIC04,RW,E,25,NIC,4,26.58727853,25.29311919,28.33128753,NA,NA,NA,0.26660414,0.653804144,0.079591716,420.7410534
226,PRN285,RW-E26-NIC04,RW,E,26,NIC,4,23.25093154,23.95506063,28.20216306,NA,NA,NA,0.607482726,0.372880745,0.019636529,391.9119317
227,PRN286,RW-E27-NIC04,RW,E,27,NIC,4,23.58157047,22.90519938,26.24308148,NA,NA,NA,0.362822481,0.579831993,0.057345526,412.4651852
228,PRN287,RW-E28-NIC04,RW,E,28,NIC,4,23.8642012,23.73457829,27.9334045,NA,NA,NA,0.46434299,0.507994815,0.027662195,403.5717779
229,PRN288,RW-E29-NIC05,RW,E,29,NIC,5,21.69516342,22.92749164,24.5505887,NA,NA,NA,0.639465671,0.27217578,0.088358549,391.1400686
230,PRN289,RW-E30-NIC04,RW,E,30,NIC,4,22.68643174,23.55859958,26.58067784,NA,NA,NA,0.619740401,0.338579866,0.041679733,391.504441
231,PRN290,RW-E35-NIC04,RW,E,35,NIC,4,26.70594102,24.56215894,25.09698886,NA,NA,NA,0.118070829,0.521777469,0.360151702,439.918278
254,PRN312,RW-L35-NIC04,RW,L,35,NIC,4,29.91641834,31.40489195,22.03884301,NA,NA,NA,0.004227814,0.001506748,0.994265438,465.5126763
255,PRN313,RW-L36-NIC04,RW,L,36,NIC,4,27.37925277,32.83354577,23.8620426,NA,NA,NA,0.080177749,0.001828724,0.917993528,457.4536118
256,PRN314,RW-L37-NIC04,RW,L,37,NIC,4,26.31265492,28.37224228,22.14801165,NA,NA,NA,0.052153668,0.012510863,0.935335469,460.1464287
257,PRN315,RW-L38-NIC04,RW,L,38,NIC,4,27.28019198,26.37525304,21.43514264,NA,NA,NA,0.016568662,0.031024244,0.952407094,463.4370915
258,PRN316,RW-L39-NIC04,RW,L,39,NIC,4,25.76239939,22.76287917,20.76416588,NA,NA,NA,0.024415146,0.195256225,0.780328629,458.3353326
259,PRN317,RW-L42-NIC04,RW,L,42,NIC,4,26.67954216,27.67929739,22.38200302,NA,NA,NA,0.047248208,0.023628112,0.92912368,460.377359
260,PRN318,RW-L44-NIC04,RW,L,44,NIC,4,25.92876758,30.7091407,24.12286461,NA,NA,NA,0.220610889,0.008027702,0.771361409,442.4065255
261,PRN319,RW-L45-NIC04,RW,L,45,NIC,4,27.42707724,26.83423172,24.85055151,NA,NA,NA,0.118018701,0.177997996,0.703983303,448.8620698
275,PRN335,RW-L36-NIC05,RW,L,36,NIC,5,27.54638174,28.25138733,22.96989319,NA,NA,NA,0.039257431,0.024082083,0.936660487,461.2125782
276,PRN336,RW-L37-NIC05,RW,L,37,NIC,5,27.16326566,26.42127881,22.10690462,NA,NA,NA,0.027818466,0.046525759,0.925655775,461.8415729
277,PRN337,RW-L38-NIC05,RW,L,38,NIC,5,28.56911763,27.17906888,22.47517646,NA,NA,NA,0.013903002,0.036438036,0.949658962,463.5788929
278,PRN338,RW-L39-NIC05,RW,L,39,NIC,5,28.54341899,27.95303287,23.49187878,NA,NA,NA,0.028035145,0.042211107,0.929753747,461.9307858
279,PRN339,RW-L40-NIC05,RW,L,40,NIC,5,27.37433081,25.53778526,22.31315698,NA,NA,NA,0.026345188,0.094092846,0.879561966,460.7609961
281,PRN340,RW-L41-NIC05,RW,L,41,NIC,5,26.87520706,25.24808072,23.57559724,NA,NA,NA,0.071759367,0.221662605,0.706578028,452.6302794
282,PRN341,RW-L42-NIC05,RW,L,42,NIC,5,27.16508689,25.72483972,22.27175831,NA,NA,NA,0.029910585,0.081167562,0.888921854,460.7191214
284,PRN345,RW-L45-NIC05,RW,L,45,NIC,5,25.49306503,23.23233093,21.64756117,NA,NA,NA,0.049584752,0.23762762,0.712787628,454.5656982
296,PRN356,RW-E15-NIC05,RW,E,15,NIC,5,28.37863492,27.19332657,21.36418751,NA,NA,NA,0.007543619,0.017155094,0.975301288,464.754344
297,PRN357,RW-E20-NIC05,RW,E,20,NIC,5,30.04451755,26.12201022,24.27716324,NA,NA,NA,0.014157908,0.214679925,0.771162167,458.9175837
299,PRN360,RW-E23-NIC05,RW,E,23,NIC,5,29.56358654,27.24190507,30.30322971,NA,NA,NA,0.151560326,0.757672096,0.090767578,430.235131
300,PRN361,RW-E24-NIC05,RW,E,24,NIC,5,27.95781021,26.03261621,30.59728507,NA,NA,NA,0.201679351,0.765953807,0.032366842,424.7071898
301,PRN362,RW-E25-NIC05,RW,E,25,NIC,5,28.93169559,27.45704803,30.26509226,NA,NA,NA,0.23946416,0.665508598,0.095027243,423.3135756
302,PRN363,RW-E26-NIC05,RW,E,26,NIC,5,28.25903784,26.28135674,30.08348085,NA,NA,NA,0.191536201,0.754383536,0.054080263,426.0831908
303,PRN364,RW-E27-NIC05,RW,E,27,NIC,5,29.58471109,28.64267738,29.28822895,NA,NA,NA,0.240999821,0.463017199,0.295982979,428.4155718
304,PRN365,RW-E28-NIC05,RW,E,28,NIC,5,29.09767016,27.94431069,29.25271806,NA,NA,NA,0.242576255,0.539565391,0.217858354,426.2582168
305,PRN366,RW-E29-NIC06,RW,E,29,NIC,6,28.81820291,29.71919908,28.20420786,NA,NA,NA,0.326156972,0.174662549,0.499180479,426.8861347
306,PRN367,RW-E30-NIC05,RW,E,30,NIC,5,24.49713367,25.27784173,26.5349101,NA,NA,NA,0.547759163,0.318840225,0.133400612,399.6476829
307,PRN368,RW-E31-NIC05,RW,E,31,NIC,5,28.60972492,29.50266917,28.56790935,NA,NA,NA,0.389419856,0.209708043,0.400872101,419.2690862
322,PRN381,RW-E10-NIC06,RW,E,10,NIC,6,30.04284412,29.78178476,26.36634991,NA,NA,NA,0.066736214,0.079973898,0.853289889,456.84664
323,PRN382,RW-E15-NIC06,RW,E,15,NIC,6,28.98747334,29.30895687,24.93305437,NA,NA,NA,0.054302674,0.043455528,0.902241798,459.1140728
324,PRN383,RW-E20-NIC06,RW,E,20,NIC,6,30.25216052,29.25252036,24.5565275,NA,NA,NA,0.018239342,0.036469587,0.945291071,463.1184205
325,PRN384,RW-E21-NIC06,RW,E,21,NIC,6,31.08256988,28.35277886,26.65832245,NA,NA,NA,0.034360066,0.227930775,0.737709159,456.4316328
326,PRN385,RW-E22-NIC06,RW,E,22,NIC,6,29.9922411,30.01578576,29.14307886,NA,NA,NA,0.264182152,0.259905713,0.475912136,431.2391434
327,PRN386,RW-E23-NIC06,RW,E,23,NIC,6,30.18359194,29.7336282,29.98843261,NA,NA,NA,0.28483078,0.389080533,0.326088687,425.6918434
328,PRN387,RW-E24-NIC06,RW,E,24,NIC,6,27.03421369,25.80903126,28.71747892,NA,NA,NA,0.274030621,0.640642518,0.085326862,420.2960487
329,PRN388,RW-E25-NIC06,RW,E,25,NIC,6,27.9782368,27.12895885,28.86191037,NA,NA,NA,0.299080213,0.538822618,0.16209717,420.2881094
330,PRN389,RW-E26-NIC06,RW,E,26,NIC,6,28.05052034,27.38328665,28.49903226,NA,NA,NA,0.301130137,0.478202208,0.220667655,421.6469481
331,PRN39,RW-L35-NIC02,RW,L,35,NIC,2,27.88201136,26.81048667,21.55048306,0.002320741,0.004877392,0.186898816,0.011956606,0.02512864,0.962914755,464.0792552
332,PRN390,RW-E27-NIC06,RW,E,27,NIC,6,29.39424826,29.62990193,29.95926103,NA,NA,NA,0.396000469,0.336323238,0.267676292,415.2795461
333,PRN391,RW-E28-NIC06,RW,E,28,NIC,6,27.51122977,27.4184581,29.98144489,NA,NA,NA,0.445061353,0.474620989,0.080317658,406.4833509
335,PRN393,RW-E30-NIC06,RW,E,30,NIC,6,27.69343819,27.15916524,28.24544784,NA,NA,NA,0.319460088,0.462645976,0.217893935,420.1084353
343,PRN40,RW-L36-NIC02,RW,L,36,NIC,2,28.25691529,26.49092266,23.02088642,0.00313084,0.010648236,0.117994746,0.023759198,0.080806916,0.895433886,461.3805452
352,PRN41,RW-L38-NIC02,RW,L,38,NIC,2,29.06189078,24.31578953,26.16557315,0.002211779,0.059355452,0.016467219,0.028343626,0.760631385,0.21102499,443.2191597
