,Exp_IDs,ID_IDs,Light,Stage,Age,Spec,Rep,sws1,sws2b,sws2a,P_sws1,P_sws2b,P_sws2a,SC_sws1,SC_sws2b,SC_sws2a,PSI_SC
362,PRN50,RW-E15-NIC01,RW,E,15,NIC,1,27.99792278,27.66514514,22.77191139,0.010101784,0.012722549,0.378080489,0.025197462,0.031734587,0.943067951,462.5039698
363,PRN51,RW-E20-NIC01,RW,E,20,NIC,1,30.02340664,27.4988402,22.19848387,0.002194608,0.012627783,0.497614886,0.004282685,0.024642593,0.971074721,464.9053279
364,PRN52,RW-E21-NIC01,RW,E,21,NIC,1,28.53607873,27.44900077,24.38286852,0.00740221,0.015725501,0.131705003,0.047807793,0.101564461,0.850627746,458.291698
365,PRN53,RW-E23-NIC01,RW,E,23,NIC,1,25.45772668,24.8504301,28.5225034,0.055562574,0.084644129,0.006640375,0.378370304,0.576410034,0.045219663,410.906087
366,PRN54,RW-E24-NIC01,RW,E,24,NIC,1,26.52077041,26.24153826,30.71677941,0.070848737,0.085978402,0.003865517,0.440895927,0.535048732,0.024055341,405.3537647
368,PRN56,RW-E26-NIC01,RW,E,26,NIC,1,24.18713943,25.29616774,25.54415658,0.145447196,0.067430218,0.056780928,0.539375844,0.250057972,0.210566184,402.3246533
383,PRN78,RW-L35-NIC01,RW,L,35,NIC,1,30.12851159,28.39545306,23.09200457,0.001339664,0.004453471,0.175871598,0.007374378,0.02451478,0.968110841,464.5809316
384,PRN79,RW-L36-NIC01,RW,L,36,NIC,1,30.07447896,27.48578644,24.87499952,0.002670243,0.016062933,0.098118299,0.022851596,0.137464526,0.839683877,460.0036531
386,PRN80,RW-L37-NIC01,RW,L,37,NIC,1,27.67890924,26.4689726,24.5954395,0.008188746,0.01894282,0.069411959,0.084819218,0.196210158,0.718970624,451.9076988
387,PRN81,RW-L38-NIC01,RW,L,38,NIC,1,26.14615544,23.83701431,24.12253541,0.011557336,0.057276764,0.046992447,0.099781407,0.494504634,0.405713959,442.5660504
388,PRN82,RW-L39-NIC01,RW,L,39,NIC,1,27.81262222,25.73425515,24.37247832,0.009660584,0.04079944,0.104855176,0.06219986,0.262688005,0.675112135,452.5769267
389,PRN83,RW-L40-NIC01,RW,L,40,NIC,1,27.37037483,25.25971823,25.21849065,0.01293433,0.055861795,0.057481173,0.102427992,0.442374011,0.455197997,443.6409086
390,PRN84,RW-L41-NIC01,RW,L,41,NIC,1,27.24166255,26.16550772,25.13762167,0.021050964,0.044384044,0.090500588,0.134997809,0.284630611,0.58037158,444.2898363
391,PRN85,RW-L42-NIC01,RW,L,42,NIC,1,23.9557591,22.77669743,22.3464852,0.02146939,0.048613024,0.065502733,0.15834618,0.358542398,0.483111422,439.8932026
392,PRN86,RW-L43-NIC01,RW,L,43,NIC,1,23.58134249,21.68138514,20.76842037,0.048092812,0.179483415,0.337951288,0.085040623,0.317373443,0.597585934,448.7339844
393,PRN87,RW-L44-NIC01,RW,L,44,NIC,1,24.55442034,23.77170597,23.54483907,NA,NA,NA,0.21125163,0.36342983,0.425318539,434.1581516
394,PRN88,RW-L45-NIC01,RW,L,45,NIC,1,24.87390917,31.66783201,22.52565931,NA,NA,NA,0.163905578,0.001477132,0.834617291,448.5876034
408,PRX10,RW-E10-XIL02,RW,E,10,XIL,2,26.97637714,22.42319921,24.82159277,0.006526359,0.153219524,0.029062014,0.034566135,0.811510146,0.15392372,441.2367259
419,PRX11,RW-E15-XIL02,RW,E,15,XIL,2,25.59839304,21.32979199,21.8695924,0.005667447,0.109235657,0.075139502,0.029821981,0.574795618,0.395382401,447.8941839
430,PRX12,RW-E20-XIL02,RW,E,20,XIL,2,27.01423504,22.38666749,21.65824647,0.00275365,0.068068375,0.112777369,0.014998143,0.370744007,0.614257849,454.7708526
441,PRX13,RW-E21-XIL02,RW,E,21,XIL,2,25.54122833,22.59364668,27.40360061,0.01395172,0.107631214,0.003837053,0.111240004,0.858166361,0.030593635,431.8962341
445,PRX133,RW-L41-XIL01,RW,L,41,XIL,1,23.02088289,21.85085818,24.86950666,0.040676599,0.091528674,0.011294147,0.283461768,0.637833058,0.078705175,419.3693931
446,PRX134,RW-L42-XIL01,RW,L,42,XIL,1,23.0669745,22.54192404,26.81770487,0.06177419,0.088892066,0.00458907,0.397887736,0.572554049,0.029558215,408.9374948
447,PRX135,RW-L43-XIL01,RW,L,43,XIL,1,21.80705264,21.82675205,25.6549377,0.081128633,0.080028383,0.00563437,0.486407812,0.479811249,0.033780939,401.9656795
452,PRX14,RW-E22-XIL02,RW,E,22,XIL,2,25.01008068,23.4192278,29.52995748,0.0229816,0.06922687,0.001001756,0.246556639,0.74269609,0.010747271,420.5548979
463,PRX15,RW-E23-XIL02,RW,E,23,XIL,2,24.74642789,23.29564645,29.15228389,0.02622203,0.071679512,0.001237005,0.264498833,0.723023628,0.012477539,419.1645094
468,PRX16,RW-E24-XIL02,RW,E,24,XIL,2,27.31228866,27.78333742,31.45874309,0.059255632,0.042749381,0.003345973,0.562459205,0.405780548,0.031760247,395.82903
487,PRX178,RW-L35-XIL02,RW,L,35,XIL,2,28.4480932,22.59285979,21.21656156,0.001322589,0.076564204,0.198761755,0.004780755,0.276756213,0.718463032,458.2975784
488,PRX179,RW-L36-XIL02,RW,L,36,XIL,2,26.29452774,23.17667579,25.70366356,0.006634617,0.057594738,0.009992719,0.089388729,0.775978557,0.134632715,436.3493523
490,PRX180,RW-L37-XIL02,RW,L,37,XIL,2,28.22154341,23.67330327,20.07905316,0.000569714,0.013329499,0.160987042,0.003257628,0.076218105,0.920524267,463.6730207
491,PRX181,RW-L38-XIL02,RW,L,38,XIL,2,23.45445341,23.26968581,28.25644912,0.048702323,0.055356709,0.001745842,0.460303208,0.523196211,0.016500582,403.6047585
492,PRX182,RW-L39-XIL02,RW,L,39,XIL,2,23.53270113,23.52060705,28.54132627,0.081798145,0.08248674,0.002540955,0.490320594,0.494448219,0.015231186,401.1703633
493,PRX183,RW-L40-XIL02,RW,L,40,XIL,2,23.02429305,23.48767113,28.02528805,0.060123534,0.043606758,0.001877565,0.56930929,0.412912061,0.017778649,394.9175017
518,PRX208,RW-E10-XIL03,RW,E,10,XIL,3,28.68222983,31.80847252,23.30802246,0.003569927,0.000408852,0.148066561,0.02347936,0.002689016,0.973831624,463.4412734
519,PRX209,RW-E20-XIL03,RW,E,20,XIL,3,26.13012874,22.01000341,24.10096524,0.013570287,0.235977356,0.055389584,0.044501902,0.773855521,0.181642577,441.1625548
521,PRX210,RW-E21-XIL03,RW,E,21,XIL,3,25.61610634,22.92000772,25.08579872,0.012932532,0.083808897,0.018677643,0.112048486,0.726126934,0.16182458,435.2435602
522,PRX211,RW-E22-XIL03,RW,E,22,XIL,3,25.47523862,24.22543941,28.36595399,0.044040447,0.104731848,0.005938266,0.28466348,0.676953449,0.038383071,418.2248814
527,PRX216,RW-E27-XIL03,RW,E,27,XIL,3,23.3660945,24.16471652,28.09198503,0.088287108,0.050756084,0.00333628,0.620083126,0.356484564,0.02343231,391.00259
528,PRX217,RW-E28-XIL03,RW,E,28,XIL,3,19.48507479,21.05901724,24.25498288,0.130977816,0.043994041,0.004800786,0.728574793,0.244720444,0.026704763,382.4083404
529,PRX218,RW-E30-XIL03,RW,E,30,XIL,3,27.01470425,29.10754108,30.39927425,0.249408538,0.058466171,0.023881094,0.751783496,0.17623255,0.071983954,381.7289031
552,PRX239,RW-L35-XIL03,RW,L,35,XIL,3,28.19571963,23.34707449,21.33687671,NA,NA,NA,0.006854843,0.197508195,0.795636962,460.1381736
554,PRX240,RW-L36-XIL03,RW,L,36,XIL,3,28.11311568,27.69209182,27.22169599,NA,NA,NA,0.238442794,0.319245668,0.442311538,432.4246765
555,PRX241,RW-L37-XIL03,RW,L,37,XIL,3,25.81225951,22.93102014,26.12557708,NA,NA,NA,0.109020142,0.80324165,0.087738208,433.559582
556,PRX242,RW-L38-XIL03,RW,L,38,XIL,3,24.15071852,23.14194111,26.94541032,NA,NA,NA,0.316824482,0.637515858,0.04565966,415.8411926
557,PRX243,RW-L39-XIL03,RW,L,39,XIL,3,23.31683814,24.18769134,28.55316704,NA,NA,NA,0.635585851,0.347553194,0.016860954,389.5915167
558,PRX244,RW-L40-XIL03,RW,L,40,XIL,3,21.83896753,22.65449623,26.69076508,NA,NA,NA,0.623896058,0.354497879,0.021606063,390.650073
559,PRX245,RW-L41-XIL03,RW,L,41,XIL,3,24.0359159,26.62432456,29.26825181,NA,NA,NA,0.838313784,0.139385616,0.0223006,373.5147129
560,PRX246,RW-L42-XIL03,RW,L,42,XIL,3,23.58109954,25.42459,28.30907146,NA,NA,NA,0.759658308,0.211676364,0.028665329,379.9726339
561,PRX247,RW-L43-XIL03,RW,L,43,XIL,3,21.71174909,23.58390789,27.10559295,NA,NA,NA,0.771040513,0.210620793,0.018338694,378.793565
569,PRX254,RW-L41-XIL02,RW,L,41,XIL,2,23.15635321,25.33570133,29.71631957,NA,NA,NA,0.812100821,0.179291951,0.008607228,375.2557223
570,PRX255,RW-L43-XIL02,RW,L,43,XIL,2,22.28970592,25.42591899,34.04371993,NA,NA,NA,0.897643844,0.102096264,0.000259892,368.1952497
571,PRX256,RW-L44-XIL02,RW,L,44,XIL,2,21.28733915,24.14454398,33.47343426,NA,NA,NA,0.878564888,0.121246576,0.000188536,369.7197109
572,PRX257,RW-L45-XIL02,RW,L,45,XIL,2,23.75769799,26.1211835,29.6683313,NA,NA,NA,0.825801618,0.160470681,0.013727701,374.2927908
573,PRX258,RW-L46-XIL02,RW,L,46,XIL,2,29.39864133,30.73466952,35.36984902,NA,NA,NA,0.708190405,0.280521064,0.011288531,383.6382694
574,PRX259,RW-L47-XIL02,RW,L,47,XIL,2,24.90105982,27.06147986,29.49887556,NA,NA,NA,0.790521189,0.176832579,0.032646232,377.6071069
575,PRX26,RW-L39-XIL01,RW,L,39,XIL,1,28.00426437,30.63807044,29.37619515,0.321692273,0.051830572,0.12429347,0.646206771,0.104115856,0.249677373,394.79507
586,PRX27,RW-L40-XIL01,RW,L,40,XIL,1,23.02848069,22.27991868,27.54063269,0.052058598,0.087464554,0.002281389,0.367115168,0.616796567,0.016088266,411.0490815
588,PRX271,RW-E31-XIL03,RW,E,31,XIL,3,22.00779102,23.08533947,27.30359367,0.077234111,0.036596095,0.001966137,0.666982299,0.316038437,0.016979264,387.0828769
589,PRX272,RW-E32-XIL03,RW,E,32,XIL,3,22.074026,24.50342866,29.47391106,0.120783753,0.022422573,0.00071519,0.83923347,0.155797228,0.004969302,372.9905243
590,PRX273,RW-E33-XIL03,RW,E,33,XIL,3,22.84432431,24.18406369,28.28361891,0.101773679,0.040209969,0.00234555,0.705149622,0.278598991,0.016251388,384.0105664
591,PRX274,RW-E34-XIL03,RW,E,34,XIL,3,22.38346943,23.8971671,29.18174728,0.110701342,0.03876899,0.000994643,0.735728312,0.257661224,0.006610464,381.3136071
592,PRX275,RW-E35-XIL03,RW,E,35,XIL,3,23.14396465,24.76280444,28.55191225,0.107750589,0.03508329,0.002537846,0.741207335,0.241335035,0.017457629,381.1573115
608,PRX29,RW-E26-XIL02,RW,E,26,XIL,2,27.92422248,30.57840478,28.94966816,0.244049755,0.038769472,0.11989152,0.606017487,0.096271263,0.29771125,399.2590935
613,PRX294,RW-L44-XIL03,RW,L,44,XIL,3,22.95457902,24.15775119,29.54420451,NA,NA,NA,0.692184123,0.300628893,0.007186984,384.8121318
615,PRX296,RW-E5-XIL04,RW,E,5,XIL,4,28.75345782,23.51543051,24.30467265,NA,NA,NA,0.016507541,0.622996685,0.360495774,448.0522868
616,PRX297,RW-E10-XIL04,RW,E,10,XIL,4,29.19884695,24.16873165,22.96476753,NA,NA,NA,0.009178608,0.299911008,0.690910384,457.2293814
617,PRX298,RW-E15-XIL04,RW,E,15,XIL,4,29.35124524,24.23294456,22.45687841,NA,NA,NA,0.006464233,0.224532414,0.769003352,459.4769485
619,PRX30,RW-E27-XIL02,RW,E,27,XIL,2,22.07902517,22.62434693,27.09116621,0.091810711,0.06291224,0.002845041,0.582673613,0.399270428,0.018055959,393.8555659
620,PRX301,RW-E22-XIL04,RW,E,22,XIL,4,25.58503806,23.27887367,27.63478932,NA,NA,NA,0.161624252,0.799339334,0.039036414,428.0850066
621,PRX302,RW-E23-XIL04,RW,E,23,XIL,4,25.20612193,24.05131466,29.17255893,NA,NA,NA,0.303903628,0.676655338,0.019441035,416.1931767
622,PRX303,RW-E24-XIL04,RW,E,24,XIL,4,23.26184801,23.00931369,28.97294736,NA,NA,NA,0.452409428,0.538954437,0.008636135,404.0317853
623,PRX304,RW-E25-XIL04,RW,E,25,XIL,4,22.29879817,21.8361641,27.17853503,NA,NA,NA,0.414589876,0.571327891,0.014082233,407.198948
624,PRX305,RW-E26-XIL04,RW,E,26,XIL,4,22.55302912,23.83201139,28.81305767,NA,NA,NA,0.701688355,0.289156022,0.009155623,384.1029778
625,PRX306,RW-E27-XIL04,RW,E,27,XIL,4,23.2964208,27.01298503,30.77673024,NA,NA,NA,0.924497828,0.070324812,0.00517736,366.1747851
626,PRX307,RW-E28-XIL04,RW,E,28,XIL,4,23.97208298,23.55902177,28.88183985,NA,NA,NA,0.422873162,0.563059043,0.014067795,406.5359097
627,PRX308,RW-E29-XIL05,RW,E,29,XIL,5,22.92489599,22.38168268,27.09436969,NA,NA,NA,0.397964413,0.579919535,0.022116051,408.7378643
628,PRX309,RW-E30-XIL04,RW,E,30,XIL,4,20.96646217,23.45659835,27.13188432,NA,NA,NA,0.83898123,0.149329827,0.011688943,373.1854141
629,PRX31,RW-E30-XIL02,RW,E,30,XIL,2,23.04130361,23.48231256,26.02424065,0.072367452,0.05330726,0.009153554,0.536737986,0.395371545,0.067890469,398.8261133
638,PRX32,RW-E31-XIL02,RW,E,31,XIL,2,22.55106647,24.82188202,28.68067743,0.127430814,0.026405285,0.001820026,0.818668803,0.169638586,0.01169261,374.8105036
657,PRX34,RW-E28-XIL02,RW,E,28,XIL,2,22.15143684,23.32403285,27.19741878,0.102600252,0.045515766,0.003105679,0.678475738,0.300987007,0.020537255,386.2559096
658,PRX35,RW-E32-XIL02,RW,E,32,XIL,2,21.32951447,23.07154695,27.95788624,0.113421795,0.033907244,0.001146457,0.763909186,0.22836929,0.007721524,379.0880247
659,PRX36,RW-E33-XIL02,RW,E,33,XIL,2,21.86581527,23.10085978,27.3105187,0.088013517,0.037390729,0.002020833,0.690707967,0.293433047,0.015858986,385.1556963
660,PRX37,RW-E34-XIL02,RW,E,34,XIL,2,21.81141494,24.12947416,28.55526673,0.187412692,0.03758319,0.001748628,0.826536846,0.165751269,0.007711885,374.0775613
661,PRX38,RW-E35-XIL02,RW,E,35,XIL,2,22.18549559,23.13864771,27.63127869,0.10310704,0.053255068,0.002365616,0.649584318,0.335512073,0.01490361,388.4207484
663,PRX49,RW-L44-XIL01,RW,L,44,XIL,1,22.37602276,22.94807923,27.11717194,0.111855779,0.075240604,0.004182446,0.58477867,0.393355629,0.021865701,393.7862146
664,PRX5,RW-L35-XIL01,RW,L,35,XIL,1,27.26878394,23.06912772,22.46263207,0.004757125,0.0874112,0.13308848,0.021118675,0.388051316,0.590830009,453.6720862
665,PRX50,RW-L45-XIL01,RW,L,45,XIL,1,21.89717876,21.70676711,25.48058878,0.075554962,0.086214955,0.006303026,0.449536734,0.512961538,0.037501728,405.0121062
666,PRX51,RW-L46-XIL01,RW,L,46,XIL,1,21.9304351,21.63638477,25.57670802,NA,NA,NA,0.433661926,0.531703187,0.034634887,406.207553
667,PRX52,RW-L47-XIL01,RW,L,47,XIL,1,24.16332637,24.06502533,28.28298127,NA,NA,NA,0.469916521,0.503051302,0.027032177,403.1095149
668,PRX53,RW-L48-XIL01,RW,L,48,XIL,1,21.69513688,23.45761746,27.74636027,NA,NA,NA,0.763463151,0.225023854,0.011512995,379.2222858
669,PRX54,RW-L49-XIL01,RW,L,49,XIL,1,22.66245743,22.44252114,27.10150073,NA,NA,NA,0.4523283,0.526818698,0.020853001,404.355914
670,PRX55,RW-L50-XIL01,RW,L,50,XIL,1,22.85200503,23.22105323,27.8801063,NA,NA,NA,0.554034929,0.428985456,0.016979615,396.1186757
671,PRX57,RW-L55-XIL01,RW,L,55,XIL,1,22.88207181,22.54859025,27.9878437,NA,NA,NA,0.43685456,0.550458807,0.012686633,405.3814877
672,PRX58,RW-L57-XIL01,RW,L,57,XIL,1,20.78204237,22.03308829,26.31083551,NA,NA,NA,0.693575573,0.29140127,0.015023157,384.9045563
674,PRX6,RW-L36-XIL01,RW,L,36,XIL,1,27.34139251,23.83481803,26.44911544,0.006847629,0.077825928,0.012709907,0.070316135,0.799169849,0.130514016,437.7680736
675,PRX60,RW-E10-XIL01,RW,E,10,XIL,1,25.24584696,21.50993713,22.48782078,0.01366769,0.182102553,0.092457836,0.047419703,0.631800183,0.320780114,444.5467067
676,PRX61,RW-E15-XIL01,RW,E,15,XIL,1,24.10891804,21.27556065,21.88588779,0.020161213,0.143695185,0.094127265,0.078149184,0.556993352,0.364857464,443.2343593
677,PRX62,RW-E20-XIL01,RW,E,20,XIL,1,26.7627474,23.57080105,21.71634442,0.005166893,0.047217291,0.170745055,0.023156504,0.211614089,0.765229407,458.0434443
678,PRX63,RW-E21-XIL01,RW,E,21,XIL,1,25.85153777,23.15276656,25.15620809,0.01267776,0.082310189,0.020528518,0.109748505,0.712540742,0.177710752,435.8405991
679,PRX64,RW-E22-XIL01,RW,E,22,XIL,1,22.33709794,22.04255636,27.27918494,0.057215955,0.070175094,0.001861233,0.44266882,0.542931179,0.0144,404.9608944
680,PRX65,RW-E23-XIL01,RW,E,23,XIL,1,22.51128737,23.27643432,27.97747347,0.090833033,0.05344556,0.002054745,0.620726859,0.365231607,0.014041534,390.7069312
681,PRX66,RW-E24-XIL01,RW,E,24,XIL,1,23.06789723,23.36657723,28.07200917,0.077813066,0.063261705,0.002424738,0.54225319,0.440849626,0.016897184,397.0590715
682,PRX67,RW-E25-XIL01,RW,E,25,XIL,1,22.27499261,27.2082522,23.45596922,0.108210421,0.003541685,0.047726513,0.678526197,0.022207901,0.299265902,393.4988177
683,PRX68,RW-E26-XIL01,RW,E,26,XIL,1,22.66088131,27.54661254,23.19798634,0.076475524,0.002586847,0.052703291,0.580390388,0.019632182,0.399977431,403.9681822
684,PRX69,RW-E27-XIL01,RW,E,27,XIL,1,22.14757762,27.93187654,24.09441418,0.128548135,0.002332482,0.033343377,0.782760984,0.014203053,0.203035963,382.6580563
685,PRX7,RW-L37-XIL01,RW,L,37,XIL,1,26.77910297,26.26489083,27.24762828,0.039458269,0.056354852,0.028516608,0.317367935,0.453269321,0.229362743,420.5739965
686,PRX70,RW-E28-XIL01,RW,E,28,XIL,1,22.11204818,27.7795394,23.85476737,0.11875401,0.002336487,0.035484405,0.758448563,0.014922489,0.226628948,385.2164676
687,PRX71,RW-E30-XIL01,RW,E,30,XIL,1,20.80532702,27.1654407,23.84859006,0.157307588,0.001914982,0.019082541,0.882238243,0.010739916,0.107021841,372.2035084
688,PRX72,RW-E31-XIL01,RW,E,31,XIL,1,20.90479608,25.82234496,22.38766872,0.119461354,0.003952735,0.042740371,0.718977715,0.023789522,0.257232763,389.1698346
689,PRX73,RW-E34-XIL01,RW,E,34,XIL,1,24.41917105,27.28315348,25.30272715,0.108497221,0.01490301,0.05880872,0.595454946,0.081790769,0.322754285,400.7552157
690,PRX74,RW-E35-XIL01,RW,E,35,XIL,1,21.41688472,26.55643858,22.21653793,0.102236614,0.002900324,0.058733632,0.623886362,0.017698873,0.358414765,399.4078749
691,PRX8,RW-L38-XIL01,RW,L,38,XIL,1,24.23408552,23.72276698,28.94766284,0.04972233,0.070871837,0.001895062,0.405932266,0.578596483,0.01547125,407.9276712
29,PRN10,WR-L36-NIC02,WR,L,36,NIC,2,25.35226909,22.65413699,20.59177612,0.006378993,0.041397187,0.172903312,0.028906144,0.187589641,0.783504215,458.0586181
30,PRN100,WR-E23-NIC01,WR,E,23,NIC,1,26.91631114,24.20386183,20.59996032,0.003963957,0.025981103,0.315893024,0.011461888,0.075125048,0.913413064,462.8317886
31,PRN101,WR-E24-NIC01,WR,E,24,NIC,1,26.37694164,27.1085141,20.94128072,0.006565778,0.003954221,0.284173244,0.022280043,0.013418092,0.964301865,463.289445
32,PRN102,WR-E25-NIC01,WR,E,25,NIC,1,24.15872647,25.79996082,19.39697722,0.013389613,0.00429247,0.363243115,0.035150243,0.011268538,0.953581219,461.9810923
33,PRN103,WR-E26-NIC01,WR,E,26,NIC,1,27.02367996,26.57293601,20.44362461,0.003070887,0.004197119,0.293804123,0.010199839,0.013940577,0.975859584,464.5563621
34,PRN105,WR-E28-NIC01,WR,E,28,NIC,1,28.36626094,29.00012435,22.79016236,0.007195834,0.004637343,0.34328442,0.020263244,0.013058613,0.966678143,463.5125722
35,PRN106,WR-E30-NIC01,WR,E,30,NIC,1,27.14360303,26.05533843,21.69037494,0.004705507,0.010004762,0.206153962,0.021304977,0.045298243,0.93339678,462.5639181
39,PRN11,WR-L37-NIC02,WR,L,37,NIC,2,26.46470748,25.50383881,19.8951663,0.002505983,0.00487785,0.238016545,0.010211816,0.019877111,0.969911074,464.4007427
55,PRN124,WR-E31-NIC01,WR,E,31,NIC,1,31.25751584,28.30380047,25.97604623,0.002653432,0.020557241,0.103202134,0.020990212,0.162619924,0.816389863,459.5469195
56,PRN125,WR-E32-NIC01,WR,E,32,NIC,1,30.81526962,28.14376854,22.69141019,0.000720422,0.00458975,0.200961316,0.003492592,0.022251016,0.974256391,465.0512588
57,PRN126,WR-L35-NIC01,WR,L,35,NIC,1,22.06725521,22.22784452,24.45229079,0.07734674,0.069199,0.014807262,0.479363503,0.428867135,0.091769362,404.0369232
58,PRN127,WR-L36-NIC01,WR,L,36,NIC,1,27.11080527,28.11964375,25.12108323,0.021085674,0.010478445,0.083743963,0.182863801,0.090873467,0.726262732,444.2537269
59,PRN128,WR-L37-NIC01,WR,L,37,NIC,1,28.87178048,25.22097479,23.77310112,0.009432617,0.118477054,0.323212128,0.020909248,0.262627641,0.716463112,456.9553011
61,PRN13,WR-L39-NIC02,WR,L,39,NIC,2,28.11199894,26.15421751,19.05837537,0.000701145,0.002723695,0.372580267,0.001864721,0.007243772,0.990891507,465.6140015
62,PRN130,WR-L40-NIC01,WR,L,40,NIC,1,28.14722166,26.10180543,21.7658588,0.002713672,0.011201832,0.226224198,0.011300391,0.046647148,0.942052462,463.5893327
63,PRN131,WR-L42-NIC01,WR,L,42,NIC,1,28.66060778,24.90935359,21.4200021,0.001634711,0.022013088,0.2472182,0.006035128,0.081269293,0.912695579,463.2472749
64,PRN132,WR-L43-NIC01,WR,L,43,NIC,1,29.70483632,26.63043401,20.644349,0.000685636,0.005775388,0.366076883,0.001840447,0.015502819,0.982656733,465.4018393
65,PRN133,WR-L46-NIC01,WR,L,46,NIC,1,30.4795374,34.3777518,27.06831019,0.047366471,0.003176812,0.503909724,0.085429189,0.005729633,0.908841178,456.7955355
72,PRN14,WR-L40-NIC02,WR,L,40,NIC,2,29.99912383,28.86116359,21.96425601,0.000952865,0.002096966,0.249900718,0.003767,0.008290025,0.987942975,465.3851573
83,PRN15,WR-L41-NIC02,WR,L,41,NIC,2,27.13329752,27.50885656,20.83129763,0.003063308,0.002361218,0.241702759,0.012395667,0.009554663,0.97804967,464.437638
94,PRN16,WR-L42-NIC02,WR,L,42,NIC,2,27.41682931,27.03065039,20.42979593,0.001860778,0.002431902,0.236048494,0.007742236,0.01011854,0.982139223,464.9162409
99,PRN164,WR-E20-NIC02,WR,E,20,NIC,2,22.41306717,24.5095021,26.25143592,0.183886073,0.042999068,0.012855374,0.767021265,0.179356702,0.053622033,380.0324716
100,PRN165,WR-E21-NIC02,WR,E,21,NIC,2,23.40635535,23.84308234,27.03473732,0.100982843,0.074607016,0.008165744,0.549549734,0.406012196,0.044438071,397.1914112
101,PRN166,WR-E22-NIC02,WR,E,22,NIC,2,23.24525208,23.25265318,25.81693138,0.058577084,0.05827735,0.009853151,0.462301321,0.459935765,0.077762914,405.0377301
102,PRN167,WR-E23-NIC02,WR,E,23,NIC,2,27.70831402,25.20199088,21.61774483,0.005333608,0.030303972,0.363467124,0.013363932,0.07592988,0.910706187,462.6092463
103,PRN168,WR-E24-NIC02,WR,E,24,NIC,2,26.13583639,23.64230659,23.97231974,0.013901375,0.078286167,0.062278935,0.089996066,0.506816551,0.403187383,443.2831867
104,PRN169,WR-E25-NIC02,WR,E,25,NIC,2,26.87025971,26.44700101,21.09375054,0.006241779,0.008369932,0.342145551,0.01749587,0.02346114,0.95904299,463.5354481
105,PRN17,WR-L43-NIC02,WR,L,43,NIC,2,30.75636576,32.58017538,19.43888123,8.92E-05,2.52E-05,0.227642122,0.000391633,0.000110626,0.999497741,465.9556106
107,PRN171,WR-E29-NIC02,WR,E,29,NIC,2,30.39802329,27.37266792,26.6797711,NA,NA,NA,0.044836325,0.36505031,0.590113364,451.7560415
116,PRN18,WR-L44-NIC02,WR,L,44,NIC,2,27.31390986,32.09149802,20.05736844,0.001852497,6.75E-05,0.283265759,0.006495754,0.000236828,0.993267419,465.3052926
158,PRN22,WR-L48-NIC02,WR,L,48,NIC,2,25.94116535,27.08125917,20.3365267,NA,NA,NA,0.019954957,0.009054164,0.970990879,463.6493663
164,PRN225,WR-L46-NIC03,WR,L,46,NIC,3,28.93312878,27.10664007,20.377535,NA,NA,NA,0.00262599,0.009313673,0.988060337,465.4794895
165,PRN226,WR-L47-NIC03,WR,L,47,NIC,3,29.80789597,27.98183224,20.67884668,NA,NA,NA,0.001771621,0.006281605,0.991946774,465.6488865
166,PRN227,WR-L48-NIC03,WR,L,48,NIC,3,28.48299863,24.91302462,20.0722218,NA,NA,NA,0.002831235,0.033623676,0.963545089,464.8256735
167,PRN228,WR-L49-NIC03,WR,L,49,NIC,3,30.94720407,27.54569462,21.26862243,NA,NA,NA,0.001203287,0.012715275,0.986081437,465.5418544
169,PRN23,WR-L49-NIC02,WR,L,49,NIC,2,25.71672548,26.53288806,19.61975629,NA,NA,NA,0.014282143,0.008111552,0.977606305,464.2751925
177,PRN237,WR-E5-NIC03,WR,E,5,NIC,3,26.81551303,32.0327799,33.33420407,NA,NA,NA,0.963588522,0.025902268,0.01050921,363.1861577
178,PRN238,WR-E15-NIC03,WR,E,15,NIC,3,21.26529268,23.68154478,27.66308672,NA,NA,NA,0.833887961,0.156222415,0.009889624,373.5460933
179,PRN239,WR-E20-NIC03,WR,E,20,NIC,3,23.70570208,24.28084139,26.4192178,NA,NA,NA,0.548341969,0.368058881,0.08359915,398.3062204
180,PRN24,WR-L50-NIC02,WR,L,50,NIC,2,26.27751606,26.77205316,19.56082736,NA,NA,NA,0.009355609,0.006640512,0.98400388,464.8356522
181,PRN240,WR-E21-NIC03,WR,E,21,NIC,3,23.13544848,24.2524082,27.15227499,NA,NA,NA,0.656667928,0.302766225,0.040565846,388.5212777
182,PRN241,WR-E22-NIC03,WR,E,22,NIC,3,27.37948999,23.81132007,20.86709477,NA,NA,NA,0.009601372,0.113883148,0.87651548,462.0212927
183,PRN242,WR-E23-NIC03,WR,E,23,NIC,3,28.1346202,26.19116536,20.5010216,NA,NA,NA,0.004915713,0.018907091,0.976177196,464.9873501
184,PRN243,WR-E24-NIC03,WR,E,24,NIC,3,29.34984948,29.96743559,22.198287,NA,NA,NA,0.006952626,0.004531447,0.988515927,465.1452041
185,PRN244,WR-E25-NIC03,WR,E,25,NIC,3,29.80153788,28.36752718,21.70382146,NA,NA,NA,0.00360176,0.009731842,0.986666398,465.3651855
186,PRN245,WR-E26-NIC03,WR,E,26,NIC,3,28.61442977,26.11113723,20.86309325,NA,NA,NA,0.00450169,0.02552359,0.96997472,464.8592075
